,评论
22,过高的满意度不仅让人怀疑调查结果的有效性，甚至对制定政策者也会产生怀疑。尤其是当政策的推行与人们的感觉差别比较大的时候。基础教育“双减工作”监测平台显示，97.5%的家长对学校新学期减负提质的各项措施和成效表示满意，其中六成以上家长表示非常满意。那么请问：问卷的题目是什么？多少人参加问卷调查？这些疑问是否都需要做出说明？事先说明“笔者相信随着“双减”有关政策的落实，随着“双减”工作的深入，家长对教育的满意度会越来越高。”但暴露出的问题也是不言而喻的，继续解决。“双减”到底减了什么？《意见》明确提出“双减”工作目标：学生过重作业负担和校外培训负担、家庭教育支出和家长相应精力负担1年内有效减轻、3年内成效显著，人民群众教育满意度明显提升。全面压减作业总量，严禁要求家长批改作业提升学校课后服务水平，教师可“弹性上下班制”学科类培训机构一律不得上市融资不得在节假日及寒暑假期开展学科类培训不得提供和传播“拍照搜题”等不良学习方法不得有提前结课备考、考试排名等行为主流媒体及新媒体等不刊登校外培训广告但其实，说来说去“双减”减去的就是“时间”，然而分配、规划时间却是一直受到社会发展的影响，社会发展越快，剪掉的时间也越多。而如何把剪掉的时间合理运用，这无疑是一门功课，是一门还未展开的功课！“双减”到底该怎么进行？众说周知，“双减”不单单是对学生和家长的减法，更是广大人民教师的一种减法，那么如何让“望子成龙，望女成凤”的家长放心把子女在新学期交给学校、交给老师教育，无疑是一大问题。作为教育主阵地学校里的老师，面对“双减”下的课堂教学质量、作业设计质量、课后服务质量，笔者引用以下几点进行了简单表达：原文&gt;&gt;&gt;减少“懒惰”：加强学习，增加育人亮度减少“随意”：落实课堂，增加育人信度减少“依赖”：优化作业，增加育人温度减少“畏惧”：开发课程，增加育人厚度减少“等待”：探索评价，增加育人高度双减，对于家庭来讲是绝对的减负。但对于老师来讲，是绝对的增负！所以说，实行“双减”，将现在学生及家庭承担的巨大教育负担降下来，是有利于民生福祉的大事情。只是，如何做到真正的“双减”，不能让一小撮人继续“加料”，那才是最重要的事情！不知道大家是否认同我的观点？
23,一个新政策，刚开始实施，还没有1个月，政策成效评估结果就出来了，我这个研究政策的人只能直呼内行。
24,我看了一个视频，里面是一个心理学的测试，上面说一个仅仅用48小时就可以将一个人转化成杀人犯，然后视频里测试了4个人，其中达到了75%的人确实在48小时内就被转化成了杀人犯，看起来心理学真的好有效果哦
25,他们部最拿手就是搞命题作文，2.5%的家长肯定是因为偏题了，所以不计入满意那一栏。一个政策，实行不到一个月，这一个月放假还不少，你都把97.5标出来了，佩服佩服，不是说不以数字分数评判学生吗，原来自己观念里还是觉得需要一个数字来夸夸自己，这脑子啊
26,有一说一，确实满意啊，这个没必要阴阳怪气。别政府出一个看得过去的结论就搬运苏联笑话。前段时间周围亲戚都有填家长群里的满意调查的问卷，不知道会不会成为这个调查结果的数据源，但起码大多数都是填的满意。所以起码体感上满意度确实不低。这种问卷只要有效果，基本上都会填满意，如果确实解决了问题那填个非常满意我也觉得很合适。如果真想看实际效果，那看非常满意率不就好了。这个报告真正传达的是：2.5％的人不满意，60％的人问题得到了真正的解决。这个数据是个什么样的水平，大家自己都有自己的评价。
27,数据要对比着看2021央视春晚观众规模12.72亿，观众美誉度达96.17%，为历年春晚之最！_媒体现在看97.5％是不是就相当可靠了？毕竟比春晚满意度只高了一个点
28,1.不少家长不满意，尤其是小学阶段，家长对老师的举报可以用连绵不断来形容。（认为是乱收费加大家庭负担的、认为孩子会饿着渴着的、认为老师会延时上课不报名要落后的……）2.老师不满意，尤其是年轻老师，说是轮流负责延时服务，结果老教师们根本不排班，年轻老师天天负责，还要被举报、谈话。（客观的说，校领导指挥不动老教师，老教师在哪个学校又都不少，年轻教师每天要多工作两小时，坐班不能使用电脑手机，根本没法备课、工作，一周五天，压力很大）
29,双减工作百日会战，根据双减工作的匿名调查问卷，超96.3%的学校提供了课后服务，参加课后服务的学生达到了学生总数的85%。其中有75%的学生一周5天都参加课后服务。超过98.6%的学校提供了课后作业帮扶。根据问卷调查的结果，97.5%的家长对双减工作表示“感到满意”，认为自己的负担有所减轻。其中的60%表示非常满意。
30,只从统计学的角度说一下一般来说调查问卷的结果是符合一定的统计学分布的，比如正态分布，偏态分布等等。但是大多数的分布都可以通过运算转换成正态分布，也就是下面的这种图形。比如拿身高来举例，中位数170占据绝大部分，过高和过低都相对来说比较少。但是从这份调查问卷来看，满意度达到了97.5%，根据3σrules，一个统计学原理，这个相当于落入了[u+2σ，u+3σ]之间，置信度高达95%以上。这在统计学上意味着Statisticalsignificance，换成人话就是置信度非常高，结果非常的鲁棒，非常的靠谱。
31,既是家长，又是10余年教培行业从业者，配偶也是学校老师。双减政策妥妥的把我家的生活节奏完全打乱。家在深圳，孩子的第一天课后延时服务，5点半放学，学校到家里，车程8分钟，走路20分钟，第一天课后延时服务放学，直接与下班高峰期碰上，结果校车被堵在路上2个多小时。孩子妈妈是学校老师，从开学起，每天进行课后延时服务。从之前的5点左右到家，到现在的7点半到家。每天早上6点40起床，7点半之前到学校，晚上7点半到家。在三胎政策出台前生了二胎，结果，陪伴时间大大减少……所以，双减政策真能提高出生率吗？课后延时服务对培训机构的影响，自然就不用说了。机构周中，基本上没法排课，周末就2天时间，收入自然也是大大降低。
32,新水平、新境界、新举措、新发展、新突破、新成绩、新成效、新方法、新成果、新形势、新要求、新期待、新关系、新体制、新机制、新知识、新本领、新进展、新实践、新风貌、新事物、新高度;重要性、紧迫性、自觉性、主动性、坚定性、民族性、时代性、实践性、针对性、全局性、前瞻性、战略性、积极性、创造性、长期性、复杂性、艰巨性、可讲性、鼓动性、计划性、敏锐性、有效性;法制化、规范化、制度化、程序化、集约化、正常化、有序化、智能化、优质化、常态化、科学化、年轻化、知识化、专业化、系统性、时效性;热心、耐心、诚心、决心、红心、真軋、公心、柔心、铁心、上心、用心、痛心、童心、好心、专心、坏心、爱心、良心、关心、核心、内心、外心、中心、忠心、衷心、甘心、攻心;政治意识、政权意识、大局意识、忧患意识、责任意识、法律意识、廉洁意识、学习意识、上进意识、管理意识;出发点、切入点、落脚点、着眼点、结合点、关键点、着重点、着力点、根本点、支撑点活动力、控制力、影响力、创造力、凝聚力、战斗力;找准出发点、把握切入点、明确落脚点、找准落脚点、抓住切入点、把握着重点、找准切入点、把握着力点、抓好落脚点;
